songid,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc1_skew,mfcc2_skew,mfcc3_skew,mfcc4_skew,mfcc5_skew,mfcc6_skew,mfcc7_skew,mfcc8_skew,mfcc9_skew,mfcc10_skew,mfcc11_skew,mfcc12_skew,mfcc13_skew,mfcc1_kurtosis,mfcc2_kurtosis,mfcc3_kurtosis,mfcc4_kurtosis,mfcc5_kurtosis,mfcc6_kurtosis,mfcc7_kurtosis,mfcc8_kurtosis,mfcc9_kurtosis,mfcc10_kurtosis,mfcc11_kurtosis,mfcc12_kurtosis,mfcc13_kurtosis,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,chroma1_std,chroma2_std,chroma3_std,chroma4_std,chroma5_std,chroma6_std,chroma7_std,chroma8_std,chroma9_std,chroma10_std,chroma11_std,chroma12_std,chroma1_skew,chroma2_skew,chroma3_skew,chroma4_skew,chroma5_skew,chroma6_skew,chroma7_skew,chroma8_skew,chroma9_skew,chroma10_skew,chroma11_skew,chroma12_skew,chroma1_kurtosis,chroma2_kurtosis,chroma3_kurtosis,chroma4_kurtosis,chroma5_kurtosis,chroma6_kurtosis,chroma7_kurtosis,chroma8_kurtosis,chroma9_kurtosis,chroma10_kurtosis,chroma11_kurtosis,chroma12_kurtosis,valence_mean,arousal_mean
746,7.66082379755062e-08,3.201831475507788e-07,-3.142902116337609e-08,-3.142902116337609e-08,-3.9286276454220115e-09,1.3750196536932435e-08,2.946470623044206e-08,3.7321960633107665e-08,-1.1785882492176825e-08,0.0,-2.357176498435365e-08,3.9286276454220115e-09,7.857255290844023e-09,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,-1.1524266004562378,-0.5242276191711426,0.32528021931648254,0.36709871888160706,-0.2204619199037552,-0.02828044258058071,0.045880794525146484,-0.07625077664852142,0.13560475409030914,-0.24516212940216064,-0.1275552660226822,-0.35495781898498535,0.16891096532344818,8.788786888122559,1.1597585678100586,0.31687331199645996,0.08592677116394043,0.1439206600189209,0.29202985763549805,0.33975696563720703,0.17760443687438965,0.00011801719665527344,-0.008857488632202148,-0.10728311538696289,0.13582253456115723,0.3879828453063965,2.8106566674068745e-07,-1.8482964492250176e-07,-3.368797933944734e-07,-8.744265187488054e-07,1.1417573553273996e-08,-1.392207309436344e-07,4.4589921799342846e-07,2.946470658571343e-07,-4.813719556295837e-07,2.2001847810315667e-07,1.6257764912097628e-07,6.821693432357279e-07,0.9999998211860657,0.9999999403953552,0.9999991655349731,1.0,1.000000238418579,1.0000009536743164,1.000000238418579,1.0000005960464478,1.000000238418579,1.0000003576278687,0.9999991655349731,1.0,1.5852259397506714,1.6068223714828491,0.9558782577514648,0.7009291648864746,0.9438638687133789,0.6724311113357544,1.0039280652999878,1.3679630756378174,1.8261064291000366,1.5331250429153442,1.0561270713806152,1.4053467512130737,1.2319483757019043,1.6755595207214355,-0.31315016746520996,-1.0988355875015259,-0.18735933303833008,-1.1107770204544067,-0.08841848373413086,0.5679421424865723,2.8749442100524902,1.6782464981079102,-0.3497955799102783,0.8468194007873535,3.7,4.6
1588,3.149389016243731e-08,3.149389016243731e-08,1.5746945081218655e-08,-6.298778032487462e-08,-6.298778032487462e-08,-5.905103961367786e-08,0.0,3.5430623768206715e-08,7.873472540609328e-09,-5.117756884942537e-08,-7.873472540609328e-09,-7.87347218533796e-08,-7.873472540609328e-09,0.9999999403953552,1.0,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,-1.720621943473816,0.34053587913513184,0.2346198707818985,0.10111737251281738,0.10405132174491882,0.2566734850406647,-0.18551596999168396,0.4727535843849182,-0.12441796064376831,0.1424998641014099,-0.13595202565193176,-0.20326271653175354,0.1342429220676422,2.7354230880737305,2.566258430480957,-0.1577591896057129,-0.5816757678985596,-0.1675264835357666,0.31737518310546875,0.05111575126647949,0.2182931900024414,0.46396851539611816,0.0553288459777832,0.07132172584533691,0.7489790916442871,0.6562933921813965,-4.1411848883399216e-07,-1.9499145409440644e-08,1.1430066706452635e-06,3.1333959782386955e-07,1.288665885113005e-07,-6.126545315510157e-08,-2.7735535468309536e-07,-2.7655570988827094e-07,-4.097896351140662e-07,-4.909386461804388e-07,-4.106261712877313e-06,4.3451723286125343e-07,0.9999995827674866,1.0000005960464478,1.0000001192092896,0.9999995231628418,1.0000005960464478,1.0000001192092896,1.0000001192092896,1.0,0.9999986886978149,0.9999996423721313,0.9999996423721313,1.0000003576278687,0.6038247346878052,0.47176170349121094,0.23790985345840454,-0.05447295680642128,0.2788696587085724,0.03930550068616867,-0.01617828942835331,0.1428004801273346,0.05242694541811943,0.22788052260875702,-0.4579769968986511,0.4397312104701996,-0.7043154239654541,-0.7309825420379639,-0.7728655338287354,-1.2781826257705688,-1.0480515956878662,-1.2597070932388306,-1.328104853630066,-1.272483229637146,-1.5043847560882568,-1.163836121559143,-0.81117844581604,-0.6860880851745605,4.9,5.8
1563,1.8108985955223034e-07,1.96836804633449e-08,6.101940641656256e-08,1.2400718674143718e-07,-1.5746945081218655e-08,1.4172249507282686e-07,-7.873472540609328e-09,-1.5746945081218655e-08,-6.298778032487462e-08,7.87347218533796e-08,1.5746945081218655e-08,-7.873472540609328e-09,-3.149389016243731e-08,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,-0.13978096842765808,0.029003877192735672,0.22088898718357086,-0.3219073414802551,-0.32679787278175354,0.008297569118440151,-0.2408994436264038,-0.01945710927248001,0.025943903252482414,-0.003980732057243586,-0.8992279171943665,-0.3804442286491394,0.010996595025062561,-1.0900617837905884,-0.9380960464477539,-0.7906653881072998,0.2610955238342285,0.49903178215026855,0.6196165084838867,0.0941324234008789,0.10643410682678223,-0.11469531059265137,0.3136885166168213,1.3165969848632812,0.4327726364135742,-0.0018911361694335938,-9.837534662437974e-07,6.084102324166452e-07,8.379096811950149e-07,4.76591111464586e-07,-6.287090741352586e-07,-9.332525223726407e-07,4.589988122916111e-07,-1.834949557633081e-06,-1.4837804656053777e-06,2.2046491210403474e-07,2.858747052414401e-07,3.1370865372082335e-07,1.0000032186508179,0.9999993443489075,0.9999998211860657,0.9999999403953552,1.0000011920928955,0.9999985694885254,1.0,0.9999995231628418,0.9999996423721313,0.9999997615814209,0.9999999403953552,1.000000238418579,0.19692300260066986,0.11412125080823898,1.199244499206543,-0.3270536959171295,-0.412813276052475,-0.28590983152389526,-0.23365022242069244,-0.21564075350761414,0.3713761270046234,1.0528687238693237,0.8163776993751526,0.2166467308998108,-1.7326236963272095,-1.4581695795059204,0.9239757061004639,-0.5391628742218018,-1.5796005725860596,-1.7046910524368286,-1.474636435508728,-1.0094197988510132,0.38581156730651855,1.457808017730713,0.07307267189025879,-1.5601000785827637,5.1,5.7
1205,-5.5114306007908453e-08,1.5746945081218655e-08,-5.905103961367786e-08,6.298778032487462e-08,-3.936736270304664e-09,-3.5430623768206715e-08,3.936736270304664e-09,-3.93673609266898e-08,-7.873472540609328e-09,-4.92092033788083e-10,-1.96836804633449e-08,1.968368135152332e-09,0.0,1.0,1.0,1.0,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,0.9999999403953552,1.0,1.0,1.0000001192092896,1.0,-0.33959680795669556,-0.4235020875930786,0.0976569801568985,-0.386772483587265,-0.46486490964889526,-0.23277774453163147,-0.13511228561401367,-0.3629416823387146,0.24833954870700836,0.135477676987648,0.321142315864563,0.29100513458251953,0.18671321868896484,-0.09805154800415039,1.2278647422790527,0.0035898685455322266,0.7190713882446289,0.4589574337005615,-0.1491529941558838,0.4438357353210449,0.21689748764038086,0.015164613723754883,0.07290244102478027,0.2337346076965332,-0.027277708053588867,-0.11633181571960449,-6.213276719790883e-07,1.5136749880184652e-06,4.3445572828204604e-07,-1.943455885111689e-07,-4.5223256961435254e-07,7.464420548330963e-08,-3.6605493392016797e-07,-5.461606065182423e-07,-6.734125577168015e-07,-6.529445784053678e-08,-3.407737096949859e-07,3.085417006332136e-07,1.000000238418579,0.999999463558197,0.9999995827674866,1.0000001192092896,0.9999986886978149,1.0000003576278687,0.9999998211860657,0.9999995231628418,1.0000008344650269,1.000000238418579,1.0000004768371582,0.9999989867210388,1.2529804706573486,1.213881254196167,1.0673860311508179,0.6044043898582458,0.07171117514371872,0.6701191663742065,0.8331745862960815,0.828452467918396,0.7624726295471191,1.221011757850647,1.3486770391464233,0.44132307171821594,1.2374157905578613,0.60129714012146,0.21297907829284668,-0.4175417423248291,-1.4626094102859497,-0.2442328929901123,-0.42874813079833984,-0.4018056392669678,-0.3439521789550781,0.6383702754974365,1.4546961784362793,-1.3115882873535156,6.0,5.7
791,3.417905816149869e-07,-7.817968707968248e-07,3.142902116337609e-08,7.071529495306095e-08,7.857255290844023e-09,2.357176498435365e-08,3.9286273789684856e-08,9.42870599374146e-08,5.500078614772974e-08,-3.142902116337609e-08,-7.071529495306095e-08,1.3750196536932435e-08,-1.1000157229545948e-07,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,-0.5474990606307983,-2.1476359367370605,0.6842390298843384,0.21019966900348663,-0.7509413957595825,0.04239126294851303,-0.26819419860839844,-0.7739210724830627,-0.3342822194099426,0.08808441460132599,0.12256652861833572,-0.15419842302799225,-0.04965216666460037,1.2036080360412598,12.379401206970215,0.35382080078125,-0.13100171089172363,0.7013571262359619,-0.36975526809692383,0.8022236824035645,2.2310829162597656,-0.1438734531402588,0.3860478401184082,-0.13454961776733398,0.35756683349609375,-0.05649590492248535,2.8359778525555157e-07,5.163689706932928e-07,3.437548912188504e-07,3.5818032984025194e-07,-2.840888839727995e-07,6.912542858117376e-07,-1.1319357895445137e-07,8.823145094538631e-07,-3.8126103163449443e-07,4.336836525453691e-07,1.7101805838137807e-07,-1.9686106611516152e-07,1.0000001192092896,0.9999990463256836,1.0000004768371582,1.0000001192092896,1.0,1.0000001192092896,1.000000238418579,0.9999996423721313,1.000000238418579,1.0000003576278687,0.9999998807907104,0.9999993443489075,1.1651420593261719,0.6551863551139832,0.68673175573349,1.5870100259780884,1.6485041379928589,2.193082571029663,0.4828956723213196,1.3771418333053589,0.7575736045837402,1.7984304428100586,1.341625452041626,2.843369960784912,2.1797657012939453,-1.1754130125045776,-0.39660048484802246,1.0859785079956055,3.244777202606201,5.765405654907227,-1.4751304388046265,3.2928528785705566,-1.1048402786254883,3.5902676582336426,0.26236510276794434,13.602542877197266,2.7,4.6
949,5.500078614772974e-08,-7.464392126621533e-08,5.892941246088412e-08,3.437548912188504e-08,-3.9286276454220115e-09,-7.857255290844023e-09,-4.3214903655552916e-08,3.241117596530785e-08,7.857255290844023e-09,-3.9286276454220115e-09,1.9643136894842428e-08,5.500078614772974e-08,-7.071529495306095e-08,1.0,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0996334552764893,0.04944860562682152,0.4091004431247711,0.2802078425884247,0.31089115142822266,0.3614744544029236,0.13020017743110657,0.16102400422096252,0.3857599198818207,-0.14548727869987488,0.10755268484354019,0.06359376013278961,0.3226356506347656,8.205841064453125,-0.3138575553894043,0.5275952816009521,0.21139073371887207,0.268951416015625,-0.4664127826690674,0.19408440589904785,-0.33868861198425293,-0.021039247512817383,-0.1733250617980957,-0.2869844436645508,0.3520352840423584,0.09089994430541992,3.0778340942561044e-07,8.775571700425644e-07,1.7826147313826368e-07,1.1112798574686167e-06,4.54218536560802e-07,-3.3175416547237546e-07,-4.262560935330839e-07,-6.17715272710484e-07,1.208912294714537e-06,-1.0520127489144215e-06,7.673714321754233e-07,-1.283126607631857e-06,1.0000001192092896,1.0000001192092896,1.0000008344650269,1.0000001192092896,0.9999995231628418,1.0,1.0000007152557373,0.9999998211860657,0.9999998211860657,0.9999997615814209,1.0000001192092896,0.999999463558197,0.3773614764213562,0.04868626967072487,0.02728383056819439,-0.8494914770126343,0.5054343342781067,0.5383301973342896,0.8874610066413879,0.35953280329704285,0.18845117092132568,0.4872547388076782,0.6621906757354736,0.5726539492607117,-0.6548135280609131,-1.237388014793396,-1.3234795331954956,-0.5479302406311035,-0.253734827041626,-0.8331599235534668,0.18306946754455566,-0.7969696521759033,-1.4660475254058838,-0.6316964626312256,0.033132076263427734,-0.25237226486206055,5.7,6.1
1211,-2.598245885110373e-07,1.1022861201581691e-07,7.873472540609328e-09,-4.330409808517288e-08,-2.3620415845471143e-08,-1.5746945081218655e-08,-1.5746945081218655e-08,7.086124753641343e-08,-1.5746945081218655e-08,-7.873472540609328e-09,0.0,-5.5114306007908453e-08,6.298778032487462e-08,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,-0.42762306332588196,-0.23316535353660583,0.24562707543373108,0.12307003885507584,-0.8569740056991577,0.26489630341529846,-0.3244321346282959,0.27160826325416565,-0.051584333181381226,0.19260013103485107,0.3558734953403473,0.29444414377212524,0.20853500068187714,0.20258212089538574,-0.14264607429504395,0.5339746475219727,0.0033376216888427734,1.525522232055664,0.45028066635131836,0.8626174926757812,-0.13826465606689453,0.15341877937316895,0.24378299713134766,0.28138113021850586,0.04312252998352051,0.39255785942077637,-1.8523419953453413e-07,-4.573380252281822e-08,1.1478046246793383e-07,-8.8704200607026e-07,-4.209847190850269e-07,-5.190955789657892e-07,-4.7233913846866926e-07,2.865205601665366e-07,-8.778306437307037e-07,-7.307566534109355e-07,4.815120178136567e-07,1.3021984557326505e-07,0.999999463558197,0.9999998211860657,0.999998927116394,1.0000001192092896,1.0,1.0,0.9999994039535522,0.9999997615814209,0.9999996423721313,1.0000004768371582,1.0000008344650269,0.9999995827674866,1.360248327255249,1.6412615776062012,0.23301352560520172,1.4693588018417358,0.9534117579460144,1.8079900741577148,0.713419497013092,0.2756473422050476,0.898288369178772,0.7780986428260803,1.399667501449585,0.9079139828681946,0.8257138729095459,3.6428561210632324,-1.4846755266189575,2.330656051635742,-0.38241028785705566,4.150302410125732,-0.5458853244781494,-1.3623806238174438,0.6297702789306641,-0.7260806560516357,2.4566893577575684,-0.4704926013946533,5.5,4.7
1577,1.5714510581688046e-08,-1.1000157229545948e-07,-3.142902116337609e-08,1.5714509515873942e-07,-4.71435299687073e-08,7.66082379755062e-08,-5.500078614772974e-08,1.5714510581688046e-08,7.857255290844023e-09,-1.9643136894842428e-08,1.5714510581688046e-08,3.142902116337609e-08,-3.142902116337609e-08,1.0,1.0,1.0,0.9999999403953552,0.9999998807907104,0.9999999403953552,1.0,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,-0.04294406622648239,-0.10243695229291916,0.48924195766448975,-0.33244359493255615,0.1214444637298584,-0.2731749415397644,-0.025393730029463768,-1.1239022016525269,-0.13118676841259003,0.12776395678520203,-0.12389498949050903,-0.5263943076133728,-0.2940361201763153,-0.22849297523498535,-0.41991591453552246,0.2370922565460205,-0.10244131088256836,0.5414113998413086,0.15833044052124023,0.1654670238494873,5.099780082702637,0.012471914291381836,2.510241985321045,-0.05126547813415527,0.05313920974731445,-0.32640957832336426,-1.5924446188364527e-06,-7.37968093744712e-07,-3.794808662860305e-07,-2.6929512841888936e-07,-1.2651407814701088e-06,-2.391551845448703e-07,-9.895230590473147e-08,1.3811580856781802e-07,7.42265058306657e-07,-7.967747706061346e-08,-1.262071549490429e-07,3.0974771902947396e-07,1.0000005960464478,0.9999996423721313,1.0000005960464478,0.9999999403953552,0.9999996423721313,1.000000238418579,0.9999992847442627,0.9999998211860657,1.0000003576278687,1.000000238418579,0.9999998211860657,0.9999995827674866,0.5946090817451477,0.1134430542588234,-0.6384997963905334,-0.08904851227998734,0.72308748960495,0.7023175358772278,0.9874318242073059,0.9263167977333069,0.340726763010025,0.3437117338180542,0.5302764773368835,0.6957683563232422,-0.8099391460418701,-0.7646505832672119,-1.0839009284973145,-1.0788673162460327,-0.3399343490600586,-0.6992099285125732,0.19168686866760254,-0.31014442443847656,-1.1780827045440674,-1.3342918157577515,-0.8759610652923584,-0.46252942085266113,5.2,4.7
1239,-2.3620415845471143e-08,-7.873472540609328e-09,0.0,-3.936736270304664e-09,-2.3620415845471143e-08,7.086124753641343e-08,-1.96836804633449e-08,9.84184023167245e-09,1.5746945081218655e-08,1.5746945081218655e-08,7.873472540609328e-09,0.0,2.3620415845471143e-08,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,1.0000001192092896,0.9999999403953552,1.0,-0.5447306632995605,0.3887031674385071,-0.7674394845962524,0.04317409545183182,-0.43911609053611755,-0.21768750250339508,-0.41713640093803406,0.10703025758266449,-0.08152300864458084,0.13219547271728516,0.5214517116546631,-0.24363787472248077,-0.3156436085700989,0.05388903617858887,0.6074373722076416,0.8293731212615967,0.5008578300476074,0.6009292602539062,0.11755895614624023,0.5544905662536621,0.6416196823120117,-0.0439763069152832,0.4061105251312256,0.008523225784301758,0.5840327739715576,0.6672637462615967,6.389814757312706e-07,8.089377274700382e-07,-2.956242894924799e-07,1.7512324745894148e-07,1.3209595195462498e-08,-4.535319817478012e-07,-4.7694481253302e-08,7.710466434218688e-07,-4.828037845072686e-07,3.3203909310941526e-07,-4.0880544815991016e-07,8.673121953961527e-08,1.0,0.9999996423721313,1.0000005960464478,1.0000005960464478,1.0000014305114746,0.9999994039535522,0.9999999403953552,0.9999993443489075,1.0000005960464478,1.0000001192092896,0.9999996423721313,0.9999997615814209,0.9547867178916931,0.9941500425338745,0.39077651500701904,0.4325207471847534,0.21960434317588806,0.8231441974639893,1.1563966274261475,0.9137011170387268,1.0532143115997314,1.2334051132202148,0.929966390132904,0.5725321769714355,0.4783935546875,0.2859046459197998,-1.2896652221679688,-0.8916401863098145,-1.4624786376953125,-0.031218290328979492,0.5678446292877197,-0.19411087036132812,0.2608494758605957,0.7451317310333252,0.06440305709838867,-1.0264712572097778,6.3,6.7
961,-1.7285961462221167e-07,3.142902116337609e-08,6.285804232675218e-08,-9.42870599374146e-08,3.142902116337609e-08,0.0,-3.142902116337609e-08,0.0,1.5714510581688046e-08,-3.142902116337609e-08,0.0,0.0,-1.5714510581688046e-08,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,-0.03267635032534599,-0.335008442401886,0.6166825890541077,0.030142536386847496,0.14784568548202515,-0.0233568474650383,0.12580643594264984,-0.04492394998669624,0.2707486152648926,0.27443915605545044,0.2938375174999237,0.24154944717884064,0.6252240538597107,2.185159206390381,-1.2768223285675049,-0.7543251514434814,0.45125436782836914,-1.115488052368164,-1.158696174621582,-0.8977293968200684,-1.4774982929229736,-0.6663751602172852,-0.9174144268035889,-0.3912045955657959,-0.6392877101898193,0.38710927963256836,-6.894741204632737e-07,-8.886370892469131e-07,-2.4199425752158277e-07,2.2061698246034211e-07,1.0052375500890776e-06,-2.467669162342645e-07,-2.482401555425895e-07,-6.733912982781476e-07,-5.520949457604729e-07,7.873828735682764e-07,-2.4013735355765675e-07,-9.723353144863722e-08,0.9999999403953552,1.0000001192092896,1.0000008344650269,0.9999995827674866,1.0000001192092896,0.9999998807907104,0.9999997019767761,1.0000004768371582,1.0,1.0000009536743164,1.000000238418579,0.9999995827674866,1.2880609035491943,0.43842849135398865,0.022076820954680443,0.5625688433647156,0.8012328743934631,0.6891608238220215,1.1635887622833252,1.0680097341537476,1.2073930501937866,0.07595500349998474,0.9965397119522095,1.2608740329742432,0.9168851375579834,-0.7828621864318848,-1.5969151258468628,-1.062355399131775,0.03930330276489258,-0.906193733215332,0.47873520851135254,0.1823561191558838,0.5820419788360596,-1.5722644329071045,0.36395812034606934,0.5172357559204102,5.6,5.5
