songid,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,chroma1_std,chroma2_std,chroma3_std,chroma4_std,chroma5_std,chroma6_std,chroma7_std,chroma8_std,chroma9_std,chroma10_std,chroma11_std,chroma12_std,chroma1_skew,chroma2_skew,chroma3_skew,chroma4_skew,chroma5_skew,chroma6_skew,chroma7_skew,chroma8_skew,chroma9_skew,chroma10_skew,chroma11_skew,chroma12_skew,chroma1_kurtosis,chroma2_kurtosis,chroma3_kurtosis,chroma4_kurtosis,chroma5_kurtosis,chroma6_kurtosis,chroma7_kurtosis,chroma8_kurtosis,chroma9_kurtosis,chroma10_kurtosis,chroma11_kurtosis,chroma12_kurtosis,valence_mean,arousal_mean
746,2.8106566674068745e-07,-1.8482964492250176e-07,-3.368797933944734e-07,-8.744265187488054e-07,1.1417573553273996e-08,-1.392207309436344e-07,4.4589921799342846e-07,2.946470658571343e-07,-4.813719556295837e-07,2.2001847810315667e-07,1.6257764912097628e-07,6.821693432357279e-07,0.9999998211860657,0.9999999403953552,0.9999991655349731,1.0,1.000000238418579,1.0000009536743164,1.000000238418579,1.0000005960464478,1.000000238418579,1.0000003576278687,0.9999991655349731,1.0,1.5852259397506714,1.6068223714828491,0.9558782577514648,0.7009291648864746,0.9438638687133789,0.6724311113357544,1.0039280652999878,1.3679630756378174,1.8261064291000366,1.5331250429153442,1.0561270713806152,1.4053467512130737,1.2319483757019043,1.6755595207214355,-0.31315016746520996,-1.0988355875015259,-0.18735933303833008,-1.1107770204544067,-0.08841848373413086,0.5679421424865723,2.8749442100524902,1.6782464981079102,-0.3497955799102783,0.8468194007873535,3.7,4.6
1588,-4.1411848883399216e-07,-1.9499145409440644e-08,1.1430066706452635e-06,3.1333959782386955e-07,1.288665885113005e-07,-6.126545315510157e-08,-2.7735535468309536e-07,-2.7655570988827094e-07,-4.097896351140662e-07,-4.909386461804388e-07,-4.106261712877313e-06,4.3451723286125343e-07,0.9999995827674866,1.0000005960464478,1.0000001192092896,0.9999995231628418,1.0000005960464478,1.0000001192092896,1.0000001192092896,1.0,0.9999986886978149,0.9999996423721313,0.9999996423721313,1.0000003576278687,0.6038247346878052,0.47176170349121094,0.23790985345840454,-0.05447295680642128,0.2788696587085724,0.03930550068616867,-0.01617828942835331,0.1428004801273346,0.05242694541811943,0.22788052260875702,-0.4579769968986511,0.4397312104701996,-0.7043154239654541,-0.7309825420379639,-0.7728655338287354,-1.2781826257705688,-1.0480515956878662,-1.2597070932388306,-1.328104853630066,-1.272483229637146,-1.5043847560882568,-1.163836121559143,-0.81117844581604,-0.6860880851745605,4.9,5.8
1563,-9.837534662437974e-07,6.084102324166452e-07,8.379096811950149e-07,4.76591111464586e-07,-6.287090741352586e-07,-9.332525223726407e-07,4.589988122916111e-07,-1.834949557633081e-06,-1.4837804656053777e-06,2.2046491210403474e-07,2.858747052414401e-07,3.1370865372082335e-07,1.0000032186508179,0.9999993443489075,0.9999998211860657,0.9999999403953552,1.0000011920928955,0.9999985694885254,1.0,0.9999995231628418,0.9999996423721313,0.9999997615814209,0.9999999403953552,1.000000238418579,0.19692300260066986,0.11412125080823898,1.199244499206543,-0.3270536959171295,-0.412813276052475,-0.28590983152389526,-0.23365022242069244,-0.21564075350761414,0.3713761270046234,1.0528687238693237,0.8163776993751526,0.2166467308998108,-1.7326236963272095,-1.4581695795059204,0.9239757061004639,-0.5391628742218018,-1.5796005725860596,-1.7046910524368286,-1.474636435508728,-1.0094197988510132,0.38581156730651855,1.457808017730713,0.07307267189025879,-1.5601000785827637,5.1,5.7
1205,-6.213276719790883e-07,1.5136749880184652e-06,4.3445572828204604e-07,-1.943455885111689e-07,-4.5223256961435254e-07,7.464420548330963e-08,-3.6605493392016797e-07,-5.461606065182423e-07,-6.734125577168015e-07,-6.529445784053678e-08,-3.407737096949859e-07,3.085417006332136e-07,1.000000238418579,0.999999463558197,0.9999995827674866,1.0000001192092896,0.9999986886978149,1.0000003576278687,0.9999998211860657,0.9999995231628418,1.0000008344650269,1.000000238418579,1.0000004768371582,0.9999989867210388,1.2529804706573486,1.213881254196167,1.0673860311508179,0.6044043898582458,0.07171117514371872,0.6701191663742065,0.8331745862960815,0.828452467918396,0.7624726295471191,1.221011757850647,1.3486770391464233,0.44132307171821594,1.2374157905578613,0.60129714012146,0.21297907829284668,-0.4175417423248291,-1.4626094102859497,-0.2442328929901123,-0.42874813079833984,-0.4018056392669678,-0.3439521789550781,0.6383702754974365,1.4546961784362793,-1.3115882873535156,6.0,5.7
791,2.8359778525555157e-07,5.163689706932928e-07,3.437548912188504e-07,3.5818032984025194e-07,-2.840888839727995e-07,6.912542858117376e-07,-1.1319357895445137e-07,8.823145094538631e-07,-3.8126103163449443e-07,4.336836525453691e-07,1.7101805838137807e-07,-1.9686106611516152e-07,1.0000001192092896,0.9999990463256836,1.0000004768371582,1.0000001192092896,1.0,1.0000001192092896,1.000000238418579,0.9999996423721313,1.000000238418579,1.0000003576278687,0.9999998807907104,0.9999993443489075,1.1651420593261719,0.6551863551139832,0.68673175573349,1.5870100259780884,1.6485041379928589,2.193082571029663,0.4828956723213196,1.3771418333053589,0.7575736045837402,1.7984304428100586,1.341625452041626,2.843369960784912,2.1797657012939453,-1.1754130125045776,-0.39660048484802246,1.0859785079956055,3.244777202606201,5.765405654907227,-1.4751304388046265,3.2928528785705566,-1.1048402786254883,3.5902676582336426,0.26236510276794434,13.602542877197266,2.7,4.6
949,3.0778340942561044e-07,8.775571700425644e-07,1.7826147313826368e-07,1.1112798574686167e-06,4.54218536560802e-07,-3.3175416547237546e-07,-4.262560935330839e-07,-6.17715272710484e-07,1.208912294714537e-06,-1.0520127489144215e-06,7.673714321754233e-07,-1.283126607631857e-06,1.0000001192092896,1.0000001192092896,1.0000008344650269,1.0000001192092896,0.9999995231628418,1.0,1.0000007152557373,0.9999998211860657,0.9999998211860657,0.9999997615814209,1.0000001192092896,0.999999463558197,0.3773614764213562,0.04868626967072487,0.02728383056819439,-0.8494914770126343,0.5054343342781067,0.5383301973342896,0.8874610066413879,0.35953280329704285,0.18845117092132568,0.4872547388076782,0.6621906757354736,0.5726539492607117,-0.6548135280609131,-1.237388014793396,-1.3234795331954956,-0.5479302406311035,-0.253734827041626,-0.8331599235534668,0.18306946754455566,-0.7969696521759033,-1.4660475254058838,-0.6316964626312256,0.033132076263427734,-0.25237226486206055,5.7,6.1
1211,-1.8523419953453413e-07,-4.573380252281822e-08,1.1478046246793383e-07,-8.8704200607026e-07,-4.209847190850269e-07,-5.190955789657892e-07,-4.7233913846866926e-07,2.865205601665366e-07,-8.778306437307037e-07,-7.307566534109355e-07,4.815120178136567e-07,1.3021984557326505e-07,0.999999463558197,0.9999998211860657,0.999998927116394,1.0000001192092896,1.0,1.0,0.9999994039535522,0.9999997615814209,0.9999996423721313,1.0000004768371582,1.0000008344650269,0.9999995827674866,1.360248327255249,1.6412615776062012,0.23301352560520172,1.4693588018417358,0.9534117579460144,1.8079900741577148,0.713419497013092,0.2756473422050476,0.898288369178772,0.7780986428260803,1.399667501449585,0.9079139828681946,0.8257138729095459,3.6428561210632324,-1.4846755266189575,2.330656051635742,-0.38241028785705566,4.150302410125732,-0.5458853244781494,-1.3623806238174438,0.6297702789306641,-0.7260806560516357,2.4566893577575684,-0.4704926013946533,5.5,4.7
1577,-1.5924446188364527e-06,-7.37968093744712e-07,-3.794808662860305e-07,-2.6929512841888936e-07,-1.2651407814701088e-06,-2.391551845448703e-07,-9.895230590473147e-08,1.3811580856781802e-07,7.42265058306657e-07,-7.967747706061346e-08,-1.262071549490429e-07,3.0974771902947396e-07,1.0000005960464478,0.9999996423721313,1.0000005960464478,0.9999999403953552,0.9999996423721313,1.000000238418579,0.9999992847442627,0.9999998211860657,1.0000003576278687,1.000000238418579,0.9999998211860657,0.9999995827674866,0.5946090817451477,0.1134430542588234,-0.6384997963905334,-0.08904851227998734,0.72308748960495,0.7023175358772278,0.9874318242073059,0.9263167977333069,0.340726763010025,0.3437117338180542,0.5302764773368835,0.6957683563232422,-0.8099391460418701,-0.7646505832672119,-1.0839009284973145,-1.0788673162460327,-0.3399343490600586,-0.6992099285125732,0.19168686866760254,-0.31014442443847656,-1.1780827045440674,-1.3342918157577515,-0.8759610652923584,-0.46252942085266113,5.2,4.7
1239,6.389814757312706e-07,8.089377274700382e-07,-2.956242894924799e-07,1.7512324745894148e-07,1.3209595195462498e-08,-4.535319817478012e-07,-4.7694481253302e-08,7.710466434218688e-07,-4.828037845072686e-07,3.3203909310941526e-07,-4.0880544815991016e-07,8.673121953961527e-08,1.0,0.9999996423721313,1.0000005960464478,1.0000005960464478,1.0000014305114746,0.9999994039535522,0.9999999403953552,0.9999993443489075,1.0000005960464478,1.0000001192092896,0.9999996423721313,0.9999997615814209,0.9547867178916931,0.9941500425338745,0.39077651500701904,0.4325207471847534,0.21960434317588806,0.8231441974639893,1.1563966274261475,0.9137011170387268,1.0532143115997314,1.2334051132202148,0.929966390132904,0.5725321769714355,0.4783935546875,0.2859046459197998,-1.2896652221679688,-0.8916401863098145,-1.4624786376953125,-0.031218290328979492,0.5678446292877197,-0.19411087036132812,0.2608494758605957,0.7451317310333252,0.06440305709838867,-1.0264712572097778,6.3,6.7
961,-6.894741204632737e-07,-8.886370892469131e-07,-2.4199425752158277e-07,2.2061698246034211e-07,1.0052375500890776e-06,-2.467669162342645e-07,-2.482401555425895e-07,-6.733912982781476e-07,-5.520949457604729e-07,7.873828735682764e-07,-2.4013735355765675e-07,-9.723353144863722e-08,0.9999999403953552,1.0000001192092896,1.0000008344650269,0.9999995827674866,1.0000001192092896,0.9999998807907104,0.9999997019767761,1.0000004768371582,1.0,1.0000009536743164,1.000000238418579,0.9999995827674866,1.2880609035491943,0.43842849135398865,0.022076820954680443,0.5625688433647156,0.8012328743934631,0.6891608238220215,1.1635887622833252,1.0680097341537476,1.2073930501937866,0.07595500349998474,0.9965397119522095,1.2608740329742432,0.9168851375579834,-0.7828621864318848,-1.5969151258468628,-1.062355399131775,0.03930330276489258,-0.906193733215332,0.47873520851135254,0.1823561191558838,0.5820419788360596,-1.5722644329071045,0.36395812034606934,0.5172357559204102,5.6,5.5
550,2.3332364662564942e-07,-5.104760134599928e-07,-2.3755919187351537e-07,-9.471675070926722e-07,-1.3024628060520627e-06,5.97128348545084e-07,3.112823492301686e-07,7.094855618561269e-07,2.328479098423486e-07,1.0808636261572246e-06,1.8516726640882553e-07,1.1947785196753102e-06,0.9999993443489075,0.9999989867210388,0.9999989867210388,1.0000003576278687,1.0000009536743164,0.9999998807907104,0.9999996423721313,1.0,0.9999992847442627,0.9999998807907104,0.9999995231628418,0.9999996423721313,1.3057966232299805,1.066719651222229,0.6695728898048401,0.724267303943634,0.3169099688529968,1.1954889297485352,1.3995851278305054,1.4046231508255005,0.5264347195625305,0.10043159127235413,0.7473999857902527,1.159917950630188,1.0291123390197754,0.14857220649719238,-0.9485015869140625,-0.3736746311187744,-1.3376984596252441,0.7641925811767578,1.0582399368286133,1.468362808227539,-0.6056170463562012,-1.4915757179260254,-0.06467390060424805,0.5680749416351318,4.2,5.9
236,2.998973798185034e-07,-7.127978207677188e-09,3.6088462707084545e-07,2.2612896088958223e-07,-3.2290969897985633e-07,-2.0474502093748015e-07,-1.4845858231637976e-07,4.0703213244341896e-07,-2.404463543825841e-07,2.636737406191969e-07,-2.3596065545916645e-08,-8.14586542219331e-07,0.9999997615814209,0.9999998807907104,1.0000001192092896,0.9999994039535522,0.9999998807907104,0.9999994039535522,0.9999998807907104,1.0000001192092896,1.000000238418579,0.9999995827674866,0.9999995231628418,1.0000001192092896,1.4431942701339722,1.2560851573944092,0.501041829586029,0.6489627361297607,0.6856551766395569,0.5594229698181152,0.6234478950500488,1.986092209815979,1.6286370754241943,1.3525946140289307,1.3794242143630981,1.612212061882019,0.7683968544006348,0.9390621185302734,-1.3588688373565674,-0.7582745552062988,-0.5922966003417969,-1.3345190286636353,-0.6747453212738037,3.6400976181030273,2.2808995246887207,0.6147980690002441,0.717961311340332,1.8332996368408203,2.5,2.4
222,-8.857213629198668e-07,-7.317682388929825e-07,-3.8789056588939275e-07,2.6938721475744387e-07,-1.431033211929389e-07,5.107983156449336e-07,-1.438552885701938e-07,4.686729653258226e-07,4.438735174971953e-07,-1.0435416974985401e-08,2.1018156814989197e-07,1.013585915643489e-06,0.9999997615814209,1.0000003576278687,0.9999996423721313,0.9999997615814209,0.9999991059303284,1.0000007152557373,0.9999996423721313,0.9999998807907104,0.9999997019767761,1.0,0.9999998807907104,0.9999988675117493,1.1316295862197876,1.8994240760803223,1.9773057699203491,1.858860731124878,1.5381770133972168,1.997579574584961,1.900102972984314,1.4874786138534546,1.5741302967071533,0.7996631264686584,0.6535497903823853,-0.10550682246685028,0.8623039722442627,2.887701988220215,3.160653591156006,2.724942684173584,1.52880859375,3.7669076919555664,2.790891170501709,1.1730332374572754,2.0008010864257812,-0.7117531299591064,-0.14372539520263672,-1.6544827222824097,3.8,4.3
544,1.3088442329944883e-08,1.8409846802569518e-07,3.4767327861118247e-07,2.4702131895537605e-08,-1.4335839182422205e-07,9.973024361897842e-07,1.1660389418466366e-06,4.030994489312434e-07,3.0272400408648537e-07,-1.3055260978944716e-06,5.269787948236626e-07,7.663805376978416e-07,1.0,0.9999991059303284,0.9999998211860657,1.000000238418579,0.9999993443489075,1.0000003576278687,0.9999998211860657,1.0000001192092896,1.0000003576278687,0.9999988675117493,1.0,1.0000001192092896,1.3078246116638184,-0.26586905121803284,1.6947433948516846,1.7582029104232788,0.7455959320068359,1.2130717039108276,0.4413624405860901,0.8291102051734924,1.6561872959136963,-0.5509025454521179,0.46975308656692505,1.1142913103103638,1.5840554237365723,-1.3341528177261353,2.5389866828918457,3.0251073837280273,-0.5330028533935547,2.1614785194396973,-1.0009257793426514,0.3571665287017822,3.5101513862609863,-1.1078375577926636,0.07740402221679688,0.19777560234069824,4.8,4.5
1946,2.448772988827841e-07,9.867906101135304e-07,1.8786228110911907e-06,-2.766172201518202e-06,-9.15491057185136e-07,-1.188709788380038e-07,-7.022152885838295e-07,1.0016532314693904e-06,-1.7527087265989394e-06,-7.901767276052851e-07,-2.125837426092403e-07,-4.4983360680816986e-07,0.9999999403953552,0.9999996423721313,1.0000001192092896,1.000001311302185,1.0000003576278687,1.0000004768371582,0.9999997615814209,1.0000005960464478,0.9999996423721313,0.9999992251396179,1.0,1.0000003576278687,1.4973057508468628,0.8044925332069397,-0.38121870160102844,-0.010892149060964584,0.8390598893165588,0.9683694839477539,-0.023867839947342873,-0.49680042266845703,-0.38260993361473083,0.28926175832748413,0.8813765645027161,1.132688045501709,2.016441822052002,0.4216341972351074,-1.1885186433792114,-1.2924071550369263,-0.16771149635314941,0.6513168811798096,-0.761425256729126,-1.140514612197876,-0.9506914615631104,-0.9173293113708496,-0.14717388153076172,0.7950329780578613,4.0,6.0
